Year,Quarter,Month,Airport_Code,City,State,Departures_Performed,Arrivals_Performed,Total_Operations
2023,1,3,MEM,"Memphis, TN",Tennessee,1935.0,1936.0,3871.0
2023,1,3,MFE,"Mission/McAllen/Edinburg, TX",Texas,200.0,200.0,400.0
2023,1,3,MFR,"Medford, OR",Oregon,407.0,408.0,815.0
2023,1,3,MGM,"Montgomery, AL",Alabama,177.0,178.0,355.0
2023,1,3,MHK,"Manhattan/Ft. Riley, KS",Kansas,131.0,131.0,262.0
2023,1,3,MHT,"Manchester, NH",New Hampshire,519.0,520.0,1039.0
2023,1,3,MIA,"Miami, FL",Florida,8936.0,8932.0,17868.0
2023,1,3,MKE,"Milwaukee, WI",Wisconsin,2153.0,2154.0,4307.0
2023,1,3,MLB,"Melbourne, FL",Florida,238.0,238.0,476.0
2023,1,3,MLI,"Moline, IL",Illinois,305.0,306.0,611.0
2023,1,3,MLU,"Monroe, LA",Louisiana,155.0,155.0,310.0
2023,1,3,MOB,"Mobile, AL",Alabama,217.0,217.0,434.0
2023,1,3,MOT,"Minot, ND",North Dakota,143.0,143.0,286.0
2023,1,3,MQT,"Marquette, MI",Michigan,62.0,62.0,124.0
2023,1,3,MRY,"Monterey, CA",California,287.0,287.0,574.0
2023,1,3,MSN,"Madison, WI",Wisconsin,863.0,864.0,1727.0
2023,1,3,MSO,"Missoula, MT",Montana,275.0,275.0,550.0
2023,1,3,MSP,"Minneapolis, MN",Minnesota,10303.0,10296.0,20599.0
2023,1,3,MSY,"New Orleans, LA",Louisiana,4447.0,4444.0,8891.0
2023,1,3,MTJ,"Montrose/Delta, CO",Colorado,384.0,384.0,768.0
2023,1,3,MYR,"Myrtle Beach, SC",South Carolina,993.0,994.0,1987.0
2023,1,3,OAJ,"Jacksonville/Camp Lejeune, NC",North Carolina,62.0,62.0,124.0
2023,1,3,OAK,"Oakland, CA",California,3696.0,3684.0,7380.0
2023,1,3,OGG,"Kahului, HI",Hawaii,2784.0,2785.0,5569.0
2023,1,3,OKC,"Oklahoma City, OK",Oklahoma,1725.0,1725.0,3450.0
2023,1,3,OMA,"Omaha, NE",Nebraska,1869.0,1869.0,3738.0
2023,1,3,OME,"Nome, AK",Alaska,62.0,62.0,124.0
2023,1,3,ONT,"Ontario, CA",California,1981.0,1980.0,3961.0
2023,1,3,ORD,"Chicago, IL",Illinois,21905.0,21909.0,43814.0
2023,1,3,ORF,"Norfolk, VA",Virginia,1640.0,1641.0,3281.0
2023,1,3,ORH,"Worcester, MA",Massachusetts,151.0,151.0,302.0
2023,1,3,OTH,"North Bend/Coos Bay, OR",Oregon,18.0,18.0,36.0
2023,1,3,OTZ,"Kotzebue, AK",Alaska,62.0,62.0,124.0
2023,1,3,OWB,"Owensboro, KY",Kentucky,9.0,9.0,18.0
2023,1,3,PAE,"Everett, WA",Washington,113.0,112.0,225.0
2023,1,3,PBG,"Plattsburgh, NY",New York,36.0,36.0,72.0
2023,1,3,PBI,"West Palm Beach/Palm Beach, FL",Florida,2883.0,2885.0,5768.0
2023,1,3,PDX,"Portland, OR",Oregon,4789.0,4787.0,9576.0
2023,1,3,PGD,"Punta Gorda, FL",Florida,704.0,704.0,1408.0
2023,1,3,PGV,"Greenville, NC",North Carolina,31.0,31.0,62.0
2023,1,3,PHL,"Philadelphia, PA",Pennsylvania,6878.0,6876.0,13754.0
2023,1,3,PHX,"Phoenix, AZ",Arizona,15557.0,15546.0,31103.0
2023,1,3,PIA,"Peoria, IL",Illinois,284.0,284.0,568.0
2023,1,3,PIB,"Hattiesburg/Laurel, MS",Mississippi,55.0,54.0,109.0
2023,1,3,PIE,"St. Petersburg, FL",Florida,726.0,726.0,1452.0
2023,1,3,PIH,"Pocatello, ID",Idaho,31.0,31.0,62.0
2023,1,3,PIT,"Pittsburgh, PA",Pennsylvania,3617.0,3618.0,7235.0
2023,1,3,PLN,"Pellston, MI",Michigan,77.0,78.0,155.0
2023,1,3,PNS,"Pensacola, FL",Florida,953.0,953.0,1906.0
2023,1,3,PPG,"Pago Pago, TT",U.S. Pacific Trust Territories and Possessions,10.0,9.0,19.0
2023,1,3,PRC,"Prescott, AZ",Arizona,62.0,62.0,124.0
2023,1,3,PSC,"Pasco/Kennewick/Richland, WA",Washington,442.0,442.0,884.0
2023,1,3,PSE,"Ponce, PR",Puerto Rico,93.0,93.0,186.0
2023,1,3,PSG,"Petersburg, AK",Alaska,62.0,62.0,124.0
2023,1,3,PSM,"Portsmouth, NH",New Hampshire,29.0,29.0,58.0
2023,1,3,PSP,"Palm Springs, CA",California,1675.0,1674.0,3349.0
2023,1,3,PVD,"Providence, RI",Rhode Island,1262.0,1263.0,2525.0
2023,1,3,PVU,"Provo, UT",Utah,184.0,184.0,368.0
2023,1,3,PWM,"Portland, ME",Maine,703.0,704.0,1407.0
2023,1,3,RAP,"Rapid City, SD",South Dakota,303.0,303.0,606.0
2023,1,3,RDD,"Redding, CA",California,105.0,105.0,210.0
2023,1,3,RDM,"Bend/Redmond, OR",Oregon,514.0,513.0,1027.0
2023,1,3,RDU,"Raleigh/Durham, NC",North Carolina,4759.0,4761.0,9520.0
2023,1,3,RFD,"Rockford, IL",Illinois,90.0,90.0,180.0
2023,1,3,RHI,"Rhinelander, WI",Wisconsin,62.0,62.0,124.0
2023,1,3,RIC,"Richmond, VA",Virginia,1581.0,1581.0,3162.0
2023,1,3,RIW,"Riverton/Lander, WY",Wyoming,31.0,31.0,62.0
2023,1,3,RKS,"Rock Springs, WY",Wyoming,31.0,31.0,62.0
2023,1,3,RNO,"Reno, NV",Nevada,1613.0,1613.0,3226.0
2023,1,3,ROA,"Roanoke, VA",Virginia,214.0,215.0,429.0
2023,1,3,ROC,"Rochester, NY",New York,1222.0,1222.0,2444.0
2023,1,3,ROW,"Roswell, NM",New Mexico,93.0,93.0,186.0
2023,1,3,RST,"Rochester, MN",Minnesota,154.0,155.0,309.0
2023,1,3,RSW,"Fort Myers, FL",Florida,3575.0,3574.0,7149.0
2023,1,3,SAF,"Santa Fe, NM",New Mexico,124.0,124.0,248.0
2023,1,3,SAN,"San Diego, CA",California,7374.0,7387.0,14761.0
2023,1,3,SAT,"San Antonio, TX",Texas,3107.0,3106.0,6213.0
2023,1,3,SAV,"Savannah, GA",Georgia,1488.0,1489.0,2977.0
2023,1,3,SBA,"Santa Barbara, CA",California,602.0,602.0,1204.0
2023,1,3,SBN,"South Bend, IN",Indiana,479.0,479.0,958.0
2023,1,3,SBP,"San Luis Obispo, CA",California,371.0,371.0,742.0
2023,1,3,SCC,"Deadhorse, AK",Alaska,36.0,36.0,72.0
2023,1,3,SCE,"State College, PA",Pennsylvania,146.0,146.0,292.0
2023,1,3,SCK,"Stockton, CA",California,50.0,50.0,100.0
2023,1,3,SDF,"Louisville, KY",Kentucky,1880.0,1882.0,3762.0
2023,1,3,SEA,"Seattle, WA",Washington,12781.0,12782.0,25563.0
2023,1,3,SFB,"Sanford, FL",Florida,861.0,861.0,1722.0
2023,1,3,SFO,"San Francisco, CA",California,11257.0,11253.0,22510.0
2023,1,3,SGF,"Springfield, MO",Missouri,524.0,524.0,1048.0
2023,1,3,SGU,"St. George, UT",Utah,223.0,224.0,447.0
2023,1,3,SHR,"Sheridan, WY",Wyoming,53.0,53.0,106.0
2023,1,3,SHV,"Shreveport, LA",Louisiana,321.0,321.0,642.0
2023,1,3,SIT,"Sitka, AK",Alaska,93.0,93.0,186.0
2023,1,3,SJC,"San Jose, CA",California,4232.0,4221.0,8453.0
2023,1,3,SJT,"San Angelo, TX",Texas,115.0,115.0,230.0
2023,1,3,SJU,"San Juan, PR",Puerto Rico,2604.0,2606.0,5210.0
2023,1,3,SLC,"Salt Lake City, UT",Utah,9304.0,9305.0,18609.0
2023,1,3,SLN,"Salina, KS",Kansas,62.0,62.0,124.0
2023,1,3,SMF,"Sacramento, CA",California,4303.0,4301.0,8604.0
2023,1,3,SMX,"Santa Maria, CA",California,9.0,9.0,18.0
2023,1,3,SNA,"Santa Ana, CA",California,3751.0,3752.0,7503.0
2023,1,3,SPI,"Springfield, IL",Illinois,79.0,79.0,158.0
2023,1,3,SPN,"Saipan, TT",U.S. Pacific Trust Territories and Possessions,31.0,31.0,62.0
2023,1,3,SPS,"Wichita Falls, TX",Texas,62.0,62.0,124.0
2023,1,3,SRQ,"Sarasota/Bradenton, FL",Florida,1740.0,1740.0,3480.0
2023,1,3,STC,"St. Cloud, MN",Minnesota,27.0,27.0,54.0
2023,1,3,STL,"St. Louis, MO",Missouri,5025.0,5023.0,10048.0
2023,1,3,STS,"Santa Rosa, CA",California,234.0,234.0,468.0
2023,1,3,STT,"Charlotte Amalie, VI",U.S. Virgin Islands,491.0,492.0,983.0
2023,1,3,STX,"Christiansted, VI",U.S. Virgin Islands,118.0,119.0,237.0
2023,1,3,SUN,"Sun Valley/Hailey/Ketchum, ID",Idaho,193.0,192.0,385.0
2023,1,3,SUX,"Sioux City, IA",Iowa,62.0,62.0,124.0
2023,1,3,SWF,"Newburgh/Poughkeepsie, NY",New York,62.0,62.0,124.0
2023,1,3,SWO,"Stillwater, OK",Oklahoma,62.0,62.0,124.0
2023,1,3,SYR,"Syracuse, NY",New York,1125.0,1125.0,2250.0
2023,1,3,TLH,"Tallahassee, FL",Florida,448.0,448.0,896.0
2023,1,3,TOL,"Toledo, OH",Ohio,56.0,56.0,112.0
2023,1,3,TPA,"Tampa, FL",Florida,7353.0,7349.0,14702.0
2023,1,3,TRI,"Bristol/Johnson City/Kingsport, TN",Tennessee,283.0,283.0,566.0
2023,1,3,TTN,"Trenton, NJ",New Jersey,187.0,187.0,374.0
2023,1,3,TUL,"Tulsa, OK",Oklahoma,1323.0,1322.0,2645.0
2023,1,3,TUS,"Tucson, AZ",Arizona,1524.0,1525.0,3049.0
2023,1,3,TVC,"Traverse City, MI",Michigan,280.0,279.0,559.0
2023,1,3,TWF,"Twin Falls, ID",Idaho,31.0,31.0,62.0
2023,1,3,TXK,"Texarkana, AR",Arkansas,84.0,84.0,168.0
2023,1,3,TYR,"Tyler, TX",Texas,84.0,84.0,168.0
2023,1,3,TYS,"Knoxville, TN",Tennessee,1125.0,1124.0,2249.0
2023,1,3,USA,"Concord, NC",North Carolina,62.0,62.0,124.0
2023,1,3,VCT,"Victoria, TX",Texas,54.0,54.0,108.0
2023,1,3,VEL,"Vernal, UT",Utah,54.0,56.0,110.0
2023,1,3,VLD,"Valdosta, GA",Georgia,92.0,92.0,184.0
2023,1,3,VPS,"Valparaiso, FL",Florida,699.0,701.0,1400.0
2023,1,3,WRG,"Wrangell, AK",Alaska,62.0,62.0,124.0
2023,1,3,XNA,"Fayetteville, AR",Arkansas,943.0,944.0,1887.0
2023,1,3,XWA,"Williston, ND",North Dakota,147.0,146.0,293.0
2023,1,3,YAK,"Yakutat, AK",Alaska,62.0,62.0,124.0
2023,1,3,YUM,"Yuma, AZ",Arizona,124.0,124.0,248.0
2023,2,4,ABE,"Allentown/Bethlehem/Easton, PA",Pennsylvania,350.0,350.0,700.0
2023,2,4,ABI,"Abilene, TX",Texas,88.0,88.0,176.0
2023,2,4,ABQ,"Albuquerque, NM",New Mexico,1864.0,1869.0,3733.0
2023,2,4,ABR,"Aberdeen, SD",South Dakota,60.0,60.0,120.0
2023,2,4,ABY,"Albany, GA",Georgia,85.0,85.0,170.0
2023,2,4,ACT,"Waco, TX",Texas,88.0,88.0,176.0
2023,2,4,ACV,"Arcata/Eureka, CA",California,120.0,120.0,240.0
2023,2,4,ACY,"Atlantic City, NJ",New Jersey,291.0,292.0,583.0
2023,2,4,ADK,"Adak Island, AK",Alaska,9.0,9.0,18.0
2023,2,4,ADQ,"Kodiak, AK",Alaska,60.0,60.0,120.0
2023,2,4,AEX,"Alexandria, LA",Louisiana,149.0,149.0,298.0
2023,2,4,AGS,"Augusta, GA",Georgia,442.0,441.0,883.0
2023,2,4,AKN,"King Salmon, AK",Alaska,13.0,13.0,26.0
2023,2,4,ALB,"Albany, NY",New York,1053.0,1052.0,2105.0
2023,2,4,AMA,"Amarillo, TX",Texas,438.0,439.0,877.0
2023,2,4,ANC,"Anchorage, AK",Alaska,1267.0,1269.0,2536.0
2023,2,4,APN,"Alpena, MI",Michigan,51.0,51.0,102.0
2023,2,4,ASE,"Aspen, CO",Colorado,285.0,280.0,565.0
2023,2,4,ATL,"Atlanta, GA",Georgia,27535.0,27543.0,55078.0
2023,2,4,ATW,"Appleton, WI",Wisconsin,339.0,338.0,677.0
2023,2,4,AUS,"Austin, TX",Texas,7438.0,7437.0,14875.0
2023,2,4,AVL,"Asheville, NC",North Carolina,778.0,777.0,1555.0
2023,2,4,AVP,"Scranton/Wilkes-Barre, PA",Pennsylvania,239.0,240.0,479.0
2023,2,4,AZA,"Phoenix, AZ",Arizona,486.0,486.0,972.0
2023,2,4,AZO,"Kalamazoo, MI",Michigan,60.0,60.0,120.0
2023,2,4,BDL,"Hartford, CT",Connecticut,1957.0,1958.0,3915.0
2023,2,4,BET,"Bethel, AK",Alaska,60.0,60.0,120.0
2023,2,4,BFF,"Scottsbluff, NE",Nebraska,52.0,52.0,104.0
2023,2,4,BFL,"Bakersfield, CA",California,210.0,210.0,420.0
2023,2,4,BGM,"Binghamton, NY",New York,55.0,55.0,110.0
2023,2,4,BGR,"Bangor, ME",Maine,344.0,345.0,689.0
2023,2,4,BHM,"Birmingham, AL",Alabama,1287.0,1288.0,2575.0
2023,2,4,BIH,"Bishop, CA",California,4.0,4.0,8.0
2023,2,4,BIL,"Billings, MT",Montana,281.0,282.0,563.0
2023,2,4,BIS,"Bismarck/Mandan, ND",North Dakota,292.0,293.0,585.0
2023,2,4,BJI,"Bemidji, MN",Minnesota,60.0,60.0,120.0
2023,2,4,BLI,"Bellingham, WA",Washington,257.0,257.0,514.0
2023,2,4,BLV,"Belleville, IL",Illinois,95.0,95.0,190.0
2023,2,4,BMI,"Bloomington/Normal, IL",Illinois,148.0,149.0,297.0
2023,2,4,BNA,"Nashville, TN",Tennessee,7780.0,7782.0,15562.0
2023,2,4,BOI,"Boise, ID",Idaho,1772.0,1770.0,3542.0
2023,2,4,BOS,"Boston, MA",Massachusetts,12069.0,12069.0,24138.0
2023,2,4,BPT,"Beaumont/Port Arthur, TX",Texas,59.0,59.0,118.0
2023,2,4,BQK,"Brunswick, GA",Georgia,60.0,60.0,120.0
2023,2,4,BQN,"Aguadilla, PR",Puerto Rico,205.0,204.0,409.0
2023,2,4,BRD,"Brainerd, MN",Minnesota,51.0,51.0,102.0
2023,2,4,BRO,"Brownsville, TX",Texas,111.0,111.0,222.0
2023,2,4,BRW,"Barrow, AK",Alaska,31.0,31.0,62.0
2023,2,4,BTM,"Butte, MT",Montana,56.0,56.0,112.0
2023,2,4,BTR,"Baton Rouge, LA",Louisiana,341.0,341.0,682.0
2023,2,4,BTV,"Burlington, VT",Vermont,651.0,650.0,1301.0
2023,2,4,BUF,"Buffalo, NY",New York,1736.0,1737.0,3473.0
2023,2,4,BUR,"Burbank, CA",California,2434.0,2435.0,4869.0
2023,2,4,BWI,"Baltimore, MD",Maryland,7795.0,7795.0,15590.0
2023,2,4,BZN,"Bozeman, MT",Montana,638.0,637.0,1275.0
2023,2,4,CAE,"Columbia, SC",South Carolina,456.0,456.0,912.0
2023,2,4,CAK,"Akron, OH",Ohio,270.0,270.0,540.0
2023,2,4,CDC,"Cedar City, UT",Utah,51.0,51.0,102.0
2023,2,4,CDV,"Cordova, AK",Alaska,60.0,60.0,120.0
2023,2,4,CHA,"Chattanooga, TN",Tennessee,416.0,416.0,832.0
2023,2,4,CHO,"Charlottesville, VA",Virginia,235.0,235.0,470.0
2023,2,4,CHS,"Charleston, SC",South Carolina,2172.0,2175.0,4347.0
2023,2,4,CID,"Cedar Rapids/Iowa City, IA",Iowa,541.0,541.0,1082.0
2023,2,4,CIU,"Sault Ste. Marie, MI",Michigan,60.0,60.0,120.0
2023,2,4,CKB,"Clarksburg/Fairmont, WV",West Virginia,17.0,17.0,34.0
2023,2,4,CLE,"Cleveland, OH",Ohio,3273.0,3273.0,6546.0
2023,2,4,CLL,"College Station/Bryan, TX",Texas,87.0,87.0,174.0
2023,2,4,CLT,"Charlotte, NC",North Carolina,15674.0,15672.0,31346.0
2023,2,4,CMH,"Columbus, OH",Ohio,3360.0,3358.0,6718.0
2023,2,4,CMI,"Champaign/Urbana, IL",Illinois,120.0,120.0,240.0
2023,2,4,CMX,"Hancock/Houghton, MI",Michigan,60.0,60.0,120.0
2023,2,4,CNY,"Moab, UT",Utah,52.0,52.0,104.0
2023,2,4,COD,"Cody, WY",Wyoming,13.0,13.0,26.0
2023,2,4,COS,"Colorado Springs, CO",Colorado,914.0,916.0,1830.0
2023,2,4,COU,"Columbia, MO",Missouri,147.0,147.0,294.0
2023,2,4,CPR,"Casper, WY",Wyoming,150.0,150.0,300.0
2023,2,4,CRP,"Corpus Christi, TX",Texas,304.0,304.0,608.0
2023,2,4,CRW,"Charleston/Dunbar, WV",West Virginia,279.0,279.0,558.0
2023,2,4,CSG,"Columbus, GA",Georgia,77.0,77.0,154.0
2023,2,4,CVG,"Cincinnati, OH",Kentucky,3319.0,3318.0,6637.0
2023,2,4,CWA,"Mosinee, WI",Wisconsin,119.0,119.0,238.0
2023,2,4,CYS,"Cheyenne, WY",Wyoming,7.0,6.0,13.0
2023,2,4,DAB,"Daytona Beach, FL",Florida,298.0,298.0,596.0
2023,2,4,DAL,"Dallas, TX",Texas,5922.0,5921.0,11843.0
2023,2,4,DAY,"Dayton, OH",Ohio,487.0,488.0,975.0
2023,2,4,DCA,"Washington, DC",Virginia,11688.0,11689.0,23377.0
2023,2,4,DDC,"Dodge City, KS",Kansas,51.0,51.0,102.0
2023,2,4,DEC,"Decatur, IL",Illinois,81.0,81.0,162.0
2023,2,4,DEN,"Denver, CO",Colorado,22735.0,22733.0,45468.0
2023,2,4,DFW,"Dallas/Fort Worth, TX",Texas,22870.0,22856.0,45726.0
2023,2,4,DHN,"Dothan, AL",Alabama,60.0,60.0,120.0
2023,2,4,DIK,"Dickinson, ND",North Dakota,51.0,51.0,102.0
2023,2,4,DLH,"Duluth, MN",Minnesota,150.0,150.0,300.0
2023,2,4,DRO,"Durango, CO",Colorado,302.0,302.0,604.0
2023,2,4,DRT,"Del Rio, TX",Texas,6.0,6.0,12.0
2023,2,4,DSM,"Des Moines, IA",Iowa,1173.0,1174.0,2347.0
2023,2,4,DTW,"Detroit, MI",Michigan,10389.0,10386.0,20775.0
2023,2,4,DVL,"Devils Lake, ND",North Dakota,56.0,56.0,112.0
2023,2,4,ECP,"Panama City, FL",Florida,631.0,631.0,1262.0
2023,2,4,EGE,"Eagle, CO",Colorado,155.0,155.0,310.0
2023,2,4,EKO,"Elko, NV",Nevada,30.0,30.0,60.0
2023,2,4,ELM,"Elmira/Corning, NY",New York,95.0,95.0,190.0
2023,2,4,ELP,"El Paso, TX",Texas,1429.0,1433.0,2862.0
2023,2,4,ERI,"Erie, PA",Pennsylvania,60.0,60.0,120.0
2023,2,4,ESC,"Escanaba, MI",Michigan,60.0,60.0,120.0
2023,2,4,EUG,"Eugene, OR",Oregon,598.0,599.0,1197.0
2023,2,4,EVV,"Evansville, IN",Indiana,155.0,155.0,310.0
2023,2,4,EWN,"New Bern/Morehead/Beaufort, NC",North Carolina,22.0,23.0,45.0
2023,2,4,EWR,"Newark, NJ",New Jersey,12022.0,12020.0,24042.0
2023,2,4,EYW,"Key West, FL",Florida,709.0,709.0,1418.0
2023,2,4,FAI,"Fairbanks, AK",Alaska,223.0,222.0,445.0
2023,2,4,FAR,"Fargo, ND",North Dakota,557.0,557.0,1114.0
2023,2,4,FAT,"Fresno, CA",California,882.0,882.0,1764.0
2023,2,4,FAY,"Fayetteville, NC",North Carolina,90.0,90.0,180.0
2023,2,4,FCA,"Kalispell, MT",Montana,215.0,215.0,430.0
2023,2,4,FLG,"Flagstaff, AZ",Arizona,149.0,148.0,297.0
2023,2,4,FLL,"Fort Lauderdale, FL",Florida,8071.0,8072.0,16143.0
2023,2,4,FNT,"Flint, MI",Michigan,227.0,227.0,454.0
2023,2,4,FOD,"Fort Dodge, IA",Iowa,51.0,51.0,102.0
2023,2,4,FSD,"Sioux Falls, SD",South Dakota,596.0,596.0,1192.0
2023,2,4,FSM,"Fort Smith, AR",Arkansas,89.0,89.0,178.0
2023,2,4,FWA,"Fort Wayne, IN",Indiana,336.0,336.0,672.0
2023,2,4,GCC,"Gillette, WY",Wyoming,52.0,52.0,104.0
2023,2,4,GCK,"Garden City, KS",Kansas,59.0,59.0,118.0
2023,2,4,GEG,"Spokane, WA",Washington,1278.0,1277.0,2555.0
2023,2,4,GFK,"Grand Forks, ND",North Dakota,112.0,112.0,224.0
2023,2,4,GGG,"Longview, TX",Texas,59.0,59.0,118.0
2023,2,4,GJT,"Grand Junction, CO",Colorado,254.0,254.0,508.0
2023,2,4,GNV,"Gainesville, FL",Florida,229.0,228.0,457.0
2023,2,4,GPT,"Gulfport/Biloxi, MS",Mississippi,212.0,212.0,424.0
2023,2,4,GRB,"Green Bay, WI",Wisconsin,280.0,280.0,560.0
2023,2,4,GRI,"Grand Island, NE",Nebraska,78.0,78.0,156.0
2023,2,4,GRK,"Killeen, TX",Texas,120.0,120.0,240.0
2023,2,4,GRR,"Grand Rapids, MI",Michigan,1339.0,1339.0,2678.0
2023,2,4,GSO,"Greensboro/High Point, NC",North Carolina,868.0,868.0,1736.0
2023,2,4,GSP,"Greer, SC",South Carolina,1093.0,1092.0,2185.0
2023,2,4,GTF,"Great Falls, MT",Montana,222.0,222.0,444.0
2023,2,4,GTR,"Columbus, MS",Mississippi,61.0,60.0,121.0
2023,2,4,GUC,"Gunnison, CO",Colorado,34.0,34.0,68.0
2023,2,4,GUM,"Guam, TT",U.S. Pacific Trust Territories and Possessions,60.0,60.0,120.0
2023,2,4,HDN,"Hayden, CO",Colorado,123.0,123.0,246.0
2023,2,4,HGR,"Hagerstown, MD",Maryland,17.0,17.0,34.0
2023,2,4,HHH,"Hilton Head, SC",South Carolina,162.0,162.0,324.0
2023,2,4,HIB,"Hibbing, MN",Minnesota,74.0,74.0,148.0
2023,2,4,HLN,"Helena, MT",Montana,103.0,103.0,206.0
2023,2,4,HNL,"Honolulu, HI",Hawaii,5012.0,5011.0,10023.0
2023,2,4,HOU,"Houston, TX",Texas,4387.0,4385.0,8772.0
2023,2,4,HPN,"White Plains, NY",New York,1140.0,1140.0,2280.0
2023,2,4,HRL,"Harlingen/San Benito, TX",Texas,338.0,338.0,676.0
2023,2,4,HSV,"Huntsville, AL",Alabama,675.0,675.0,1350.0
2023,2,4,HTS,"Ashland, WV",West Virginia,17.0,17.0,34.0
2023,2,4,HYS,"Hays, KS",Kansas,60.0,60.0,120.0
2023,2,4,IAD,"Washington, DC",Virginia,3928.0,3929.0,7857.0
2023,2,4,IAG,"Niagara Falls, NY",New York,54.0,54.0,108.0
2023,2,4,IAH,"Houston, TX",Texas,8753.0,8753.0,17506.0
2023,2,4,ICT,"Wichita, KS",Kansas,702.0,703.0,1405.0
2023,2,4,IDA,"Idaho Falls, ID",Idaho,271.0,271.0,542.0
2023,2,4,ILM,"Wilmington, NC",North Carolina,565.0,564.0,1129.0
2023,2,4,IMT,"Iron Mountain/Kingsfd, MI",Michigan,60.0,60.0,120.0
2023,2,4,IND,"Indianapolis, IN",Indiana,3665.0,3667.0,7332.0
2023,2,4,INL,"International Falls, MN",Minnesota,52.0,52.0,104.0
2023,2,4,ISP,"Islip, NY",New York,364.0,365.0,729.0
2023,2,4,ITH,"Ithaca/Cortland, NY",New York,60.0,60.0,120.0
2023,2,4,ITO,"Hilo, HI",Hawaii,603.0,603.0,1206.0
2023,2,4,JAC,"Jackson, WY",Wyoming,239.0,239.0,478.0
2023,2,4,JAN,"Jackson/Vicksburg, MS",Mississippi,627.0,628.0,1255.0
2023,2,4,JAX,"Jacksonville, FL",Florida,2388.0,2388.0,4776.0
2023,2,4,JFK,"New York, NY",New York,11638.0,11636.0,23274.0
2023,2,4,JLN,"Joplin, MO",Missouri,52.0,52.0,104.0
2023,2,4,JMS,"Jamestown, ND",North Dakota,56.0,56.0,112.0
2023,2,4,JNU,"Juneau, AK",Alaska,340.0,340.0,680.0
2023,2,4,JST,"Johnstown, PA",Pennsylvania,60.0,60.0,120.0
2023,2,4,KOA,"Kona, HI",Hawaii,1416.0,1416.0,2832.0
2023,2,4,KTN,"Ketchikan, AK",Alaska,180.0,180.0,360.0
2023,2,4,LAN,"Lansing, MI",Michigan,96.0,95.0,191.0
2023,2,4,LAR,"Laramie, WY",Wyoming,51.0,51.0,102.0
2023,2,4,LAS,"Las Vegas, NV",Nevada,15802.0,15802.0,31604.0
2023,2,4,LAW,"Lawton/Fort Sill, OK",Oklahoma,81.0,82.0,163.0
2023,2,4,LAX,"Los Angeles, CA",California,15660.0,15666.0,31326.0
2023,2,4,LBB,"Lubbock, TX",Texas,425.0,426.0,851.0
2023,2,4,LBE,"Latrobe, PA",Pennsylvania,30.0,30.0,60.0
2023,2,4,LBF,"North Platte, NE",Nebraska,52.0,53.0,105.0
2023,2,4,LBL,"Liberal, KS",Kansas,51.0,51.0,102.0
2023,2,4,LCH,"Lake Charles, LA",Louisiana,89.0,89.0,178.0
2023,2,4,LCK,"Columbus, OH",Ohio,87.0,87.0,174.0
2023,2,4,LEX,"Lexington, KY",Kentucky,663.0,662.0,1325.0
2023,2,4,LFT,"Lafayette, LA",Louisiana,258.0,259.0,517.0
2023,2,4,LGA,"New York, NY",New York,13816.0,13819.0,27635.0
2023,2,4,LGB,"Long Beach, CA",California,1278.0,1278.0,2556.0
2023,2,4,LIH,"Lihue, HI",Hawaii,1335.0,1335.0,2670.0
2023,2,4,LIT,"Little Rock, AR",Arkansas,959.0,959.0,1918.0
2023,2,4,LNK,"Lincoln, NE",Nebraska,58.0,58.0,116.0
2023,2,4,LRD,"Laredo, TX",Texas,97.0,97.0,194.0
2023,2,4,LSE,"La Crosse, WI",Wisconsin,40.0,39.0,79.0
2023,2,4,LWS,"Lewiston, ID",Idaho,60.0,60.0,120.0
2023,2,4,MAF,"Midland/Odessa, TX",Texas,539.0,540.0,1079.0
2023,2,4,MBS,"Saginaw/Bay City/Midland, MI",Michigan,90.0,90.0,180.0
2023,2,4,MCI,"Kansas City, MO",Missouri,3859.0,3861.0,7720.0
2023,2,4,MCO,"Orlando, FL",Florida,14085.0,14083.0,28168.0
2023,2,4,MCW,"Mason City, IA",Iowa,51.0,51.0,102.0
2023,2,4,MDT,"Harrisburg, PA",Pennsylvania,433.0,433.0,866.0
2023,2,4,MDW,"Chicago, IL",Illinois,6829.0,6830.0,13659.0
2023,2,4,MEI,"Meridian, MS",Mississippi,51.0,51.0,102.0
2023,2,4,MEM,"Memphis, TN",Tennessee,1818.0,1818.0,3636.0
2023,2,4,MFE,"Mission/McAllen/Edinburg, TX",Texas,226.0,227.0,453.0
2023,2,4,MFR,"Medford, OR",Oregon,383.0,383.0,766.0
2023,2,4,MGM,"Montgomery, AL",Alabama,197.0,197.0,394.0
2023,2,4,MHK,"Manhattan/Ft. Riley, KS",Kansas,142.0,142.0,284.0
2023,2,4,MHT,"Manchester, NH",New Hampshire,544.0,545.0,1089.0
2023,2,4,MIA,"Miami, FL",Florida,8478.0,8470.0,16948.0
2023,2,4,MKE,"Milwaukee, WI",Wisconsin,2035.0,2035.0,4070.0
2023,2,4,MLB,"Melbourne, FL",Florida,233.0,233.0,466.0
2023,2,4,MLI,"Moline, IL",Illinois,289.0,288.0,577.0
2023,2,4,MLU,"Monroe, LA",Louisiana,149.0,149.0,298.0
2023,2,4,MOB,"Mobile, AL",Alabama,205.0,205.0,410.0
2023,2,4,MOT,"Minot, ND",North Dakota,140.0,140.0,280.0
