Year,NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,OP_EXPENSES,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,YEAR,QUARTER,source_file
2023,-6398.13,-2874.98,7688.17,9438.9,7092.55,1466.93,0.0,12313.89,20401,3M,Silver Airways,2023,3,Airline_Financial_2023.csv
2023,-6316.47,-2493.08,7644.26,9317.55,7088.81,2307.17,2198.87,11810.63,20401,3M,Silver Airways,2023,4,Airline_Financial_2023.csv
2023,-6162.63,-3044.99,0.0,70979.96,38050.1,12940.91,,74024.95,20151,M6,Amerijet International,2023,2,Airline_Financial_2023.csv
2023,-6071.7,-5644.97,0.0,32150.55,23616.66,3747.31,,37795.52,22085,GCA,"Global Crossing Airlines, Inc.",2023,1,Airline_Financial_2023.csv
2023,-5983.0,33387.0,412208.0,536843.0,213434.0,37525.0,51651.0,503456.0,19790,DL,Delta Air Lines Inc.,2023,1,Airline_Financial_2023.csv
2023,-5954.36,-16842.02,0.0,61431.35,40277.8,4693.26,0.0,78273.38,21629,KD,Western Global,2023,2,Airline_Financial_2023.csv
2023,-5876.0,-9421.0,138107.0,158998.0,73645.0,14902.0,11926.0,168419.0,19393,WN,Southwest Airlines Co.,2023,4,Airline_Financial_2023.csv
2023,-5666.71,-5697.42,0.0,29473.45,4562.93,0.0,0.0,35170.86,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2023,2,Airline_Financial_2023.csv
2023,-5655.06,-5386.69,0.0,5714.16,4634.94,857.82,0.0,11100.85,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2023,4,Airline_Financial_2023.csv
2023,-5624.0,-10024.0,171729.0,201257.0,89833.0,17419.0,15930.0,211281.0,19393,WN,Southwest Airlines Co.,2023,1,Airline_Financial_2023.csv
2023,-5552.56,-4890.59,120480.94,142185.69,64429.45,12685.33,16769.54,147076.28,19690,HA,Hawaiian Airlines Inc.,2023,2,Airline_Financial_2023.csv
2023,-5270.73,-3933.96,252397.28,252397.28,135519.3,68302.41,13535.14,256331.24,20397,OH,PSA Airlines Inc.,2023,3,Airline_Financial_2023.csv
2023,-5064.05,-2467.99,6285.89,7824.24,4777.77,1469.57,0.0,10292.23,20401,3M,Silver Airways,2023,1,Airline_Financial_2023.csv
2023,-4949.05,-3995.51,0.0,6313.28,3325.8,1391.1,0.0,10308.8,20166,GFQ,Gulf And Caribbean Cargo,2023,4,Airline_Financial_2023.csv
2023,-4944.66,-2618.58,0.0,52611.55,28389.24,9655.23,,55230.13,20151,M6,Amerijet International,2023,2,Airline_Financial_2023.csv
2023,-4936.88,-4119.36,0.0,14622.42,7311.92,2876.28,0.0,18741.79,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2023,2,Airline_Financial_2023.csv
2023,-4906.14,-2324.17,0.0,42576.9,22333.81,4700.01,,44901.07,22085,GCA,"Global Crossing Airlines, Inc.",2023,3,Airline_Financial_2023.csv
2023,-4824.34,-4845.83,0.0,27299.84,4214.34,0.0,0.0,32145.67,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2023,1,Airline_Financial_2023.csv
2023,-4738.8,-2576.68,496746.66,564796.14,237226.42,70657.81,59044.25,567372.83,19690,HA,Hawaiian Airlines Inc.,2023,2,Airline_Financial_2023.csv
2023,-4659.85,-6995.94,39548.29,65109.02,43616.8,5165.37,4320.96,72104.96,20436,F9,Frontier Airlines Inc.,2023,3,Airline_Financial_2023.csv
2023,-4501.95,-3439.92,0.0,95779.84,36044.03,49202.04,0.0,99219.76,19874,8C,Air Transport International,2023,3,Airline_Financial_2023.csv
2023,-4409.45,6562.49,99759.88,223965.72,103170.59,21487.11,9494.45,217403.24,20422,SY,Sun Country Airlines d/b/a MN Airlines,2023,3,Airline_Financial_2023.csv
2023,-4207.01,-1186.35,7455.39,9348.15,4870.16,1157.02,0.0,10534.5,20401,3M,Silver Airways,2023,2,Airline_Financial_2023.csv
2023,-4010.22,31328.55,337910.65,345373.61,108418.23,104270.71,27915.49,314045.06,20452,YX,Republic Airline,2023,4,Airline_Financial_2023.csv
2023,-4004.27,-2299.82,0.0,764.38,24099.51,6802.99,91.21,3064.2,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",2023,3,Airline_Financial_2023.csv
2023,-3924.37,-1156.19,240670.96,240670.96,141939.55,51752.68,12214.94,241827.15,20397,OH,PSA Airlines Inc.,2023,1,Airline_Financial_2023.csv
2023,-3894.56,-3357.08,0.0,13828.69,6313.28,3414.26,0.0,17185.77,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2023,3,Airline_Financial_2023.csv
2023,-3676.13,-2326.06,,17667.74,7290.86,7144.36,,19993.8,20372,KLQ,Kalitta Charters II,2023,4,Airline_Financial_2023.csv
2023,-3543.38,-3223.43,-35.35,15629.13,6948.25,1552.88,0.0,18852.56,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2023,3,Airline_Financial_2023.csv
2023,-3484.65,-1432.21,0.0,8176.16,3666.83,2083.38,409.71,9608.38,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2023,4,Airline_Financial_2023.csv
2023,-3234.57,-3259.1,0.0,5746.42,4513.53,3458.8,0.0,9005.52,20166,GFQ,Gulf And Caribbean Cargo,2023,3,Airline_Financial_2023.csv
2023,-3217.0,16959.0,100461.0,100462.0,25712.0,22008.0,5753.0,83504.0,19687,QX,Horizon Air,2023,4,Airline_Financial_2023.csv
2023,-3166.93,-2341.12,0.0,97524.64,36607.79,50743.61,0.0,99865.76,19874,8C,Air Transport International,2023,1,Airline_Financial_2023.csv
2023,-2968.8,-2736.12,830.54,16578.97,7542.62,4897.4,,19315.09,20408,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2023,4,Airline_Financial_2023.csv
2023,-2952.77,-2956.85,0.0,1883.43,2170.71,654.04,0.0,4840.28,21875,37Q,"Eastern Air Express, LLC (EAX)",2023,4,Airline_Financial_2023.csv
2023,-2781.17,-2897.65,0.0,6428.3,2746.16,2862.06,0.0,9325.95,20453,ABX,ABX Air Inc,2023,4,Airline_Financial_2023.csv
2023,-2406.97,-2472.59,5034.05,5108.09,2566.11,3293.57,594.94,7580.68,20304,OO,SkyWest Airlines Inc.,2023,3,Airline_Financial_2023.csv
2023,-2317.06,-2077.44,30082.35,64197.94,35558.26,8482.1,0.0,66275.38,20207,XP,TEM Enterprises dba  Avelo Airlines,2023,2,Airline_Financial_2023.csv
2023,-2227.68,-1333.08,0.0,53919.0,32481.35,5179.3,,55252.07,22085,GCA,"Global Crossing Airlines, Inc.",2023,4,Airline_Financial_2023.csv
2023,-2158.62,-4081.35,105412.96,193858.04,48976.7,29313.38,4422.41,197939.39,20427,PT,Piedmont Airlines,2023,4,Airline_Financial_2023.csv
2023,-2041.55,17562.39,642530.07,1244818.34,635073.96,76488.06,71658.11,1227255.95,20416,NK,Spirit Air Lines,2023,2,Airline_Financial_2023.csv
2023,-2003.61,570.3,0.0,64192.54,34406.26,10130.01,,63622.24,20151,M6,Amerijet International,2023,1,Airline_Financial_2023.csv
2023,-1964.72,-1973.09,0.0,7082.42,6939.43,440.06,0.0,9055.51,21875,37Q,"Eastern Air Express, LLC (EAX)",2023,3,Airline_Financial_2023.csv
2023,-1862.54,-2043.8,,7996.47,4615.53,209.1,,10040.28,20177,PFQ,Asia Pacific,2023,1,Airline_Financial_2023.csv
2023,-1828.14,-1339.14,-9.42,21466.84,10012.11,1563.05,0.0,22805.99,21492,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2023,4,Airline_Financial_2023.csv
2023,-1707.22,6173.54,395773.14,565355.25,262545.05,59714.86,25264.65,559181.71,20368,G4,Allegiant Air,2023,3,Airline_Financial_2023.csv
2023,-1689.34,-1666.64,0.0,6565.33,5016.04,358.94,2115.23,8231.97,20405,N8,National Air Cargo Group Inc d/ba National Airlines,2023,4,Airline_Financial_2023.csv
